household_id,home_area_m2,residents,appliances,heating_hours_per_day,cooling_hours_per_day,insulation_score,distance_center_km,owner_age_years,monthly_electricity_kwh
992,241,6,7,8.8,0.7,8,5.5,22,679.2
993,192,1,8,4.1,0.3,1,9.7,66,450.8
994,76,2,27,11.9,6.0,9,2.3,75,549.8
995,249,1,17,6.9,5.9,4,23.1,45,579.1
996,161,4,27,0.3,0.7,2,19.0,39,540.4
997,165,4,21,5.7,2.1,9,13.9,56,520.3
998,167,1,8,3.0,0.9,1,22.0,38,378.6
999,202,2,12,6.6,7.8,3,17.6,27,610.0
1000,196,3,10,1.7,0.6,8,18.5,43,384.1
1001,150,6,15,5.2,8.3,7,18.0,65,593.1
1002,194,2,20,5.7,5.6,9,11.8,54,555.2
1003,184,3,8,2.9,9.1,5,13.9,27,467.7
1004,150,1,29,0.0,4.0,9,13.0,73,399.2
1005,75,7,21,5.5,2.4,4,13.7,42,526.4
1006,107,7,17,2.3,5.5,1,1.3,53,636.5
1007,215,1,30,4.2,5.6,6,5.2,73,558.5
1008,202,5,5,11.5,9.4,9,11.0,66,682.1
1009,177,4,28,8.0,3.0,1,22.4,22,755.8
1010,216,4,16,8.3,6.6,4,5.9,48,688.9
1011,243,2,26,2.7,0.8,8,21.7,55,538.2
1012,194,7,6,7.5,4.1,9,4.8,63,617.2
1013,208,7,26,9.1,4.8,4,19.0,50,930.2
1014,182,3,15,4.8,5.4,5,6.9,42,552.9
1015,162,4,29,11.5,9.7,10,24.1,34,750.1
1016,185,6,12,6.9,7.1,9,14.1,51,669.9
1017,40,4,30,8.7,4.3,3,11.0,25,578.2
1018,196,6,14,8.2,3.3,1,15.4,32,648.2
1019,57,3,21,8.7,4.0,2,10.0,30,569.3
1020,72,4,21,3.5,5.7,5,13.9,60,452.6
1021,35,4,24,4.3,7.5,2,17.4,55,585.9
1022,87,3,8,10.1,2.4,6,23.7,33,454.9
1023,47,6,17,2.0,7.6,5,19.5,44,471.8
1024,174,3,28,9.3,4.8,2,24.4,56,755.8
1025,123,5,13,5.4,1.2,7,20.8,39,427.2
1026,65,2,11,1.4,1.5,10,11.7,53,109.9
1027,146,4,30,7.8,0.1,4,16.2,28,659.4
1028,248,1,10,3.2,8.5,3,10.0,60,632.0
1029,196,3,19,1.0,1.3,10,24.2,41,414.8
1030,187,6,16,4.2,4.2,6,3.5,47,627.4
1031,240,1,12,7.4,0.9,5,21.9,48,600.9
1032,232,1,13,0.2,4.1,9,12.0,39,443.5
1033,164,5,15,6.6,9.0,8,6.7,34,589.7
1034,141,2,28,5.1,9.4,7,16.4,75,531.8
1035,36,1,21,9.8,2.9,2,10.3,54,390.1
1036,84,2,26,9.2,2.1,9,5.9,69,323.0
1037,164,2,27,8.8,5.6,3,24.0,48,717.8
1038,141,2,22,8.0,6.8,6,16.1,71,535.8
1039,222,5,24,6.1,7.3,2,10.6,46,848.3
1040,210,6,29,10.4,4.8,3,11.8,35,896.4
1041,107,3,5,1.3,8.2,5,8.5,24,407.5
1042,75,3,23,11.0,7.8,8,23.8,73,484.4
1043,198,7,7,5.6,4.8,10,17.4,72,572.5
1044,203,7,11,6.7,1.4,10,13.0,67,608.0
1045,87,2,26,0.5,7.8,9,19.2,64,370.4
1046,93,2,27,3.8,5.9,4,3.1,54,463.2
1047,40,7,16,11.2,8.1,10,21.9,40,528.1
1048,224,1,9,1.7,5.3,4,16.9,63,560.5
1049,123,1,23,6.5,5.4,10,24.1,72,344.8
1050,79,6,28,7.7,1.6,5,6.8,39,590.6
1051,207,2,28,10.7,6.3,9,24.1,29,612.4
1052,103,1,28,6.6,1.8,8,1.0,46,354.0
1053,202,4,25,10.7,6.3,3,10.0,26,792.0
1054,55,3,27,6.5,4.1,9,15.6,43,271.5
1055,163,7,14,11.2,4.2,9,19.8,27,687.9
1056,42,3,20,9.9,8.4,10,10.3,67,482.9
1057,116,5,6,7.7,3.2,7,19.2,42,499.5
1058,112,3,5,4.1,6.3,4,6.1,63,457.3
1059,95,7,28,9.1,8.5,1,5.7,65,785.6
1060,131,1,22,9.7,6.0,10,17.4,24,438.1
1061,174,1,21,9.8,7.0,9,6.3,47,550.5
1062,48,7,18,12.0,0.1,9,22.0,49,558.6
1063,189,3,30,1.7,1.0,1,24.1,63,602.9
1064,53,5,14,8.3,0.3,5,9.7,52,407.7
1065,204,3,10,9.1,1.7,6,21.2,46,606.3
1066,223,6,23,0.5,4.3,4,10.2,25,673.7
1067,240,6,7,10.4,4.7,1,15.4,62,818.7
1068,164,6,12,8.0,5.8,2,8.0,42,775.2
1069,197,2,13,7.0,3.3,6,11.2,45,536.6
1070,120,5,6,4.3,4.6,4,17.2,40,537.8
1071,56,2,27,11.5,8.5,1,13.5,25,672.9
1072,51,1,10,7.8,7.9,2,19.2,42,316.0
1073,231,6,26,5.0,2.1,5,1.2,68,791.2
1074,151,2,6,5.5,2.0,3,14.9,24,357.4
1075,68,2,6,6.5,3.8,3,14.4,59,357.8
1076,161,6,18,8.2,5.7,8,3.9,42,611.6
1077,92,1,30,11.2,5.2,3,20.5,75,553.1
1078,97,1,16,10.1,1.4,5,3.0,53,424.1
1079,194,7,9,10.7,2.4,6,2.8,72,708.4
1080,214,4,11,6.9,2.1,8,22.2,72,548.5
1081,206,3,13,3.2,3.9,1,17.2,66,648.7
1082,138,6,27,4.3,0.8,7,3.1,57,504.8
1083,177,2,11,0.1,3.4,10,5.6,25,273.9
1084,85,3,19,3.5,9.9,9,23.8,33,398.9
1085,176,5,5,0.2,4.9,10,8.7,74,393.8
1086,217,4,29,7.4,8.6,9,9.6,64,723.8
1087,242,2,13,2.2,5.2,2,9.4,42,668.4
1088,197,3,17,7.8,0.8,7,17.1,65,606.9
1089,158,1,27,7.1,8.2,8,10.8,57,610.6
1090,157,5,9,9.0,0.7,2,5.5,45,605.9
1091,86,3,21,3.2,3.6,2,2.8,67,541.1
1092,213,7,12,10.9,4.3,5,24.9,32,775.0
1093,230,6,22,5.2,7.2,3,17.3,58,876.0
1094,85,6,15,3.1,6.8,9,5.3,34,418.9
1095,98,3,25,4.5,8.4,6,24.5,74,563.9
1096,135,7,18,11.7,3.8,3,18.3,35,677.6
1097,94,4,17,9.5,5.6,1,14.5,28,653.9
1098,112,7,8,9.0,9.3,6,17.4,55,622.4
1099,141,7,24,0.0,5.8,7,24.2,71,556.7
1100,107,3,17,9.2,0.4,4,11.0,57,525.1
1101,138,7,20,2.7,5.5,6,14.5,48,671.8
1102,157,3,24,2.0,6.5,5,15.8,33,621.3
1103,230,2,14,6.6,9.5,10,13.3,50,647.3
1104,41,5,18,11.5,7.5,8,12.7,63,517.4
1105,118,4,9,6.0,6.1,1,11.6,48,609.0
1106,72,7,18,5.3,2.3,2,23.6,47,570.2
1107,111,7,26,1.0,2.6,10,5.5,64,530.4
1108,177,1,16,4.4,1.1,10,19.0,34,326.5
1109,216,1,28,12.0,8.2,2,17.2,68,813.9
1110,70,5,9,5.3,3.9,5,11.2,75,443.9
1111,109,7,16,6.0,1.4,9,6.9,31,529.7
1112,217,3,14,11.2,8.9,9,3.6,70,670.3
1113,231,7,25,3.3,0.3,1,22.1,57,851.2
1114,84,4,6,9.6,4.9,5,18.9,25,488.3
1115,79,2,6,5.6,2.0,5,4.2,35,202.1
1116,149,5,14,3.7,4.6,8,13.6,47,506.0
1117,147,2,26,10.0,1.8,6,11.0,61,542.2
1118,97,2,18,1.1,0.4,6,3.8,62,234.1
1119,57,2,11,6.1,9.2,4,9.9,38,338.8
1120,135,6,6,9.4,2.8,7,8.6,44,545.3
1121,225,5,19,7.2,8.1,9,4.1,33,776.6
1122,61,3,23,7.2,8.1,2,12.3,44,495.9
1123,193,5,11,1.8,3.8,8,23.3,73,523.5
1124,64,5,16,1.2,6.7,5,5.9,68,458.8
1125,224,2,14,3.2,2.2,10,13.7,73,432.3
1126,135,7,10,6.6,2.1,6,0.9,39,552.2
1127,66,7,23,9.2,3.3,7,22.5,57,495.8
1128,169,4,26,9.7,5.0,6,14.2,75,718.4
1129,246,2,5,9.7,4.5,2,15.9,53,648.6
1130,165,2,27,1.6,9.0,8,15.9,42,515.2
1131,111,7,6,9.9,7.5,8,18.7,25,639.6
1132,195,6,10,6.7,8.1,7,6.7,27,682.9
1133,98,6,22,11.4,0.3,1,2.3,43,763.6
1134,199,4,10,0.1,7.2,5,18.0,35,517.2
1135,72,7,24,9.6,3.4,3,21.2,59,680.6
1136,160,5,19,5.9,0.1,10,4.8,65,493.5
1137,71,1,10,0.2,4.6,5,10.1,31,300.5
1138,116,1,9,4.8,4.2,9,7.5,39,300.3
1139,184,7,25,9.9,2.2,7,1.0,38,736.2
1140,247,3,13,9.6,2.9,6,2.6,41,717.3
1141,224,7,12,7.7,2.9,3,13.3,44,762.8
1142,157,2,24,0.8,1.6,1,2.3,57,489.8
1143,239,5,24,10.3,4.7,4,2.9,33,855.2
1144,99,2,5,3.4,8.4,1,5.5,55,364.2
1145,228,6,17,1.0,0.7,4,2.3,41,694.4
1146,161,3,19,10.8,8.1,10,19.6,40,583.0
1147,164,2,11,3.2,3.5,2,19.0,52,502.1
1148,186,3,11,4.4,7.8,9,7.1,33,484.3
1149,125,6,12,4.5,7.5,6,10.1,35,632.1
1150,82,2,28,4.4,9.0,7,11.9,61,431.3
1151,156,6,11,1.6,9.9,2,20.3,72,725.2
1152,235,1,15,3.5,1.4,6,4.2,51,549.6
1153,112,5,13,0.8,0.6,2,15.2,50,461.9
1154,226,6,28,4.0,6.8,2,10.4,56,927.3
1155,135,2,6,2.6,2.8,6,13.1,35,232.2
1156,159,4,11,8.9,1.0,8,8.6,27,446.6
1157,179,1,18,5.0,4.0,6,14.1,43,463.7
1158,180,7,19,8.1,6.9,9,17.6,40,725.6
1159,164,6,5,9.9,2.5,9,14.4,22,585.0
1160,96,3,11,8.8,8.5,5,2.0,74,519.4
1161,152,7,8,4.8,0.6,2,24.2,29,585.2
1162,157,5,22,7.1,3.5,4,22.0,69,589.0
1163,120,2,24,3.3,2.0,7,19.0,38,378.2
1164,105,4,27,7.2,4.4,9,20.7,32,501.7
1165,79,6,28,1.6,3.8,8,22.4,50,484.6
1166,112,2,30,7.7,1.1,3,1.7,44,495.9
1167,121,1,12,1.6,2.4,8,20.1,34,245.5
1168,112,1,15,7.8,4.3,8,19.5,32,420.9
1169,178,1,21,3.7,5.0,8,21.9,51,454.4
1170,86,7,5,9.3,1.6,8,4.5,32,446.9
1171,236,6,8,10.1,9.5,2,19.1,28,913.6
1172,78,3,29,4.2,8.2,7,22.4,53,438.9
1173,165,5,24,6.3,1.3,10,16.2,25,527.9
1174,145,4,27,7.0,4.0,3,7.6,23,724.1
1175,76,5,9,0.6,0.7,2,4.0,22,440.0
1176,62,7,22,7.6,3.8,9,22.5,30,536.7
1177,76,3,6,4.9,3.6,2,3.0,41,400.5
1178,67,3,20,7.9,7.5,3,14.7,23,520.1
1179,210,2,9,11.9,2.5,1,16.2,59,705.5
1180,209,2,6,0.5,5.1,10,8.4,33,352.8
1181,159,5,25,1.5,7.1,5,1.1,44,598.6
1182,161,4,7,11.9,8.1,7,13.4,22,665.6
1183,186,2,30,6.3,8.0,2,12.2,62,697.6
1184,201,5,29,2.8,5.9,3,13.5,65,694.8
1185,163,2,18,10.1,1.2,2,23.0,68,609.0
1186,91,2,7,2.1,7.5,9,24.8,28,270.5
1187,57,3,27,5.4,5.5,2,21.7,69,500.6
1188,213,1,27,7.5,4.5,8,16.8,33,535.7
1189,140,2,10,3.9,8.6,1,24.7,46,555.0
1190,185,3,28,3.6,0.3,9,11.6,57,474.4
1191,219,1,26,10.4,8.5,9,2.1,37,626.5
1192,217,1,11,8.1,6.5,7,19.6,36,553.6
1193,236,2,8,1.0,1.5,7,23.7,35,438.4
1194,233,3,5,2.0,0.3,6,5.8,36,431.0
1195,71,1,7,4.4,4.8,6,4.1,65,239.6
1196,197,4,17,11.3,4.3,4,23.6,32,758.9
1197,38,5,10,10.7,0.7,5,3.7,60,380.1
1198,79,7,29,11.1,5.0,4,15.2,43,699.6
1199,234,1,9,3.6,0.0,3,12.9,65,544.4
1200,40,2,8,3.0,5.4,9,1.9,22,131.7
1201,144,3,25,4.9,8.1,6,18.5,30,619.5
1202,38,1,22,8.9,2.6,1,2.4,29,444.4
1203,178,1,8,2.5,7.1,7,8.9,42,389.0
1204,67,2,22,1.5,5.6,2,7.3,73,470.3
1205,197,7,9,2.6,5.5,6,24.5,75,606.9
1206,85,7,5,0.8,9.6,3,20.4,35,566.2
1207,246,5,12,1.5,7.1,3,9.6,74,775.0
1208,204,2,10,2.4,2.0,9,24.0,51,374.7
1209,49,5,10,9.4,8.4,8,15.8,40,465.3
1210,51,4,16,6.8,2.4,1,14.4,71,499.3
1211,124,4,15,10.6,4.6,1,14.9,28,688.3
1212,168,5,12,1.6,7.8,1,6.9,32,640.3
1213,169,6,25,4.8,0.8,10,18.6,34,510.8
1214,225,2,14,10.9,6.0,9,12.7,68,525.8
1215,68,2,11,6.3,5.4,9,9.1,26,256.5
1216,68,4,7,11.6,2.1,8,6.7,46,453.3
1217,250,5,26,0.2,5.5,8,7.6,28,693.7
1218,177,2,21,9.2,3.6,7,19.9,26,565.3
1219,189,2,17,3.7,8.0,9,24.3,26,482.5
1220,84,2,12,8.3,0.1,3,17.3,46,399.4
1221,165,5,15,2.6,4.5,9,19.3,75,455.3
1222,152,3,20,3.7,8.9,1,16.3,49,653.3
1223,229,4,13,10.5,4.3,9,20.3,67,699.6
1224,39,6,24,9.3,7.2,9,18.8,25,529.6
1225,150,4,26,3.5,2.6,8,7.8,57,505.1
1226,59,6,22,3.2,5.6,8,20.0,43,399.2
1227,78,3,14,11.7,4.4,9,4.9,37,426.3
1228,182,6,25,0.4,5.5,3,20.0,73,741.5
1229,84,2,27,6.9,0.9,2,9.4,40,437.9
1230,95,3,8,7.0,9.8,8,4.8,29,494.5
1231,230,3,16,5.1,6.3,4,18.4,26,719.8
1232,160,1,28,10.1,8.2,10,11.7,68,614.5
1233,249,3,22,8.6,1.0,8,10.5,66,656.3
1234,249,1,9,11.1,4.4,10,1.6,33,595.5
1235,223,4,10,8.6,8.0,6,14.0,35,638.7
1236,114,6,26,6.1,7.3,4,24.1,37,737.0
1237,205,5,8,9.3,6.7,8,21.6,53,693.9
1238,155,1,27,7.4,2.3,7,22.4,25,468.4
1239,52,7,17,1.0,2.1,6,23.9,70,459.6
1240,80,6,24,10.4,6.0,4,14.5,22,603.7
1241,237,7,12,3.2,3.1,4,16.2,50,611.9
1242,136,6,21,9.6,5.9,1,18.0,62,793.2
1243,44,6,6,5.8,3.7,8,10.5,22,372.9
1244,160,7,17,8.5,7.5,3,6.5,39,772.1
1245,178,4,24,7.6,1.5,4,18.5,23,661.3
1246,220,7,19,7.8,1.8,1,14.3,49,862.4
1247,132,2,16,0.6,5.9,8,1.2,37,334.4
1248,188,4,15,1.8,5.2,2,15.8,67,604.3
1249,230,3,28,5.9,4.9,10,15.6,29,660.7
1250,92,5,30,3.9,0.6,2,23.1,47,576.9
1251,49,5,8,4.1,9.7,3,12.4,61,443.1
1252,36,6,28,9.5,2.2,8,1.6,25,509.1
1253,226,1,24,5.7,3.3,10,10.7,33,546.5
1254,232,7,5,5.2,1.1,7,11.3,59,698.4
1255,121,3,6,3.2,9.3,9,2.0,45,413.1
1256,169,3,13,1.3,2.3,5,21.3,46,486.5
1257,131,6,19,10.2,5.4,3,4.0,39,718.1
1258,65,3,17,12.0,2.8,2,21.2,42,525.9
1259,100,5,10,10.8,4.7,8,22.5,61,489.9
1260,113,3,14,5.2,3.1,9,12.0,52,344.3
1261,144,1,18,1.4,6.5,10,21.6,37,306.1
1262,90,3,21,0.3,7.2,4,8.6,68,431.0
1263,239,3,20,4.4,7.2,10,6.9,66,579.4
1264,107,6,26,6.7,8.2,4,19.4,55,767.9
1265,107,7,25,3.8,0.2,5,12.0,60,519.0
1266,67,1,12,5.3,3.7,8,15.7,49,279.1
1267,194,5,15,10.3,3.4,7,10.2,58,567.1
1268,96,6,10,1.1,7.5,6,5.3,52,499.3
1269,130,1,27,11.3,6.5,1,22.0,34,639.4
1270,57,7,18,10.5,8.8,6,7.9,50,651.8
1271,77,2,10,10.5,7.2,3,2.4,31,494.5
1272,36,4,26,4.0,6.0,3,17.6,66,538.8
1273,215,6,11,9.6,3.1,5,7.2,37,713.2
1274,225,6,11,3.3,3.1,7,9.5,47,601.3
1275,107,3,22,9.4,4.4,5,16.1,51,609.9
1276,44,5,18,11.4,5.8,10,11.7,63,520.3
1277,166,6,20,4.2,3.7,4,6.5,50,680.3
1278,72,7,19,4.6,4.6,5,17.4,75,585.2
1279,65,5,17,6.8,4.8,3,20.1,30,551.6
1280,218,7,9,0.9,9.3,4,1.8,31,797.3
1281,176,6,25,1.3,8.8,3,24.0,75,766.1
1282,86,1,17,10.7,1.1,6,12.5,72,360.8
1283,150,4,15,10.7,7.1,10,24.5,50,563.9
1284,209,3,7,9.1,6.8,5,12.2,54,639.5
1285,210,5,24,0.7,4.7,9,19.1,47,609.6
1286,236,3,17,7.9,4.1,1,14.1,50,774.6
1287,42,3,21,7.8,9.7,5,1.6,39,499.8
1288,130,3,23,5.1,0.9,1,5.5,46,571.9
1289,173,3,14,9.6,9.4,9,2.2,59,576.1
1290,197,1,22,9.5,9.7,4,9.1,24,637.9
1291,36,5,8,5.6,4.9,2,8.3,34,457.1
1292,166,7,16,10.8,2.9,3,24.8,59,789.0
1293,193,7,8,6.5,0.3,10,22.9,34,531.1
1294,227,5,28,5.3,7.0,8,25.0,34,698.6
1295,124,6,15,11.3,0.8,5,8.5,23,591.1
1296,167,6,6,10.0,1.8,4,8.3,44,573.4
1297,51,2,6,9.6,1.4,7,9.7,64,273.3
1298,58,5,29,9.7,8.3,10,7.3,23,497.3
1299,139,2,10,4.5,8.7,6,4.9,55,467.5
1300,123,3,25,7.8,0.9,3,6.7,53,536.3
1301,88,2,24,8.7,7.3,9,2.9,55,487.5
1302,110,2,30,1.6,1.1,4,7.2,58,409.1
1303,211,3,6,3.2,5.9,8,11.6,47,508.0
1304,136,2,19,6.1,3.7,9,16.0,25,452.4
1305,67,2,9,6.9,5.4,6,13.4,60,372.3
1306,132,5,20,2.2,7.2,1,11.2,71,620.7
1307,244,2,18,10.7,3.4,2,6.5,47,790.7
1308,123,4,21,10.4,2.6,2,12.5,52,689.8
1309,226,7,10,2.6,6.3,1,24.1,73,814.5
1310,235,7,18,1.6,0.6,9,24.6,26,573.1
1311,184,6,8,9.6,4.6,9,15.9,48,683.0
1312,220,5,9,2.5,8.9,1,7.0,62,751.1
1313,121,5,8,8.5,2.9,1,2.6,40,618.8
1314,138,5,9,0.5,6.3,5,22.2,36,528.6
1315,41,6,28,5.5,0.1,2,9.6,42,535.4
1316,235,7,9,7.7,8.0,10,14.9,65,706.9
1317,212,4,30,7.8,8.7,1,8.3,70,890.2
1318,163,7,21,8.6,7.6,6,11.1,67,773.6
1319,76,3,24,11.8,9.8,3,13.7,38,611.0
1320,200,3,9,6.1,4.3,10,3.3,70,430.0
1321,236,2,18,11.3,6.3,8,23.4,68,709.5
1322,39,3,6,2.4,7.5,5,10.5,61,233.6
1323,152,5,23,5.4,5.1,5,11.2,69,612.7
1324,202,7,10,9.9,8.4,4,3.2,57,895.0
1325,157,7,22,2.4,0.0,2,19.4,39,703.2
1326,144,5,9,10.6,1.3,9,23.2,33,535.8
1327,242,3,8,8.4,4.9,10,10.4,22,491.9
1328,192,5,7,3.7,3.7,9,24.5,56,513.6
1329,223,5,12,5.8,7.3,10,18.5,73,632.3
1330,112,6,16,9.7,7.2,2,15.7,45,659.5
1331,54,7,13,5.3,5.5,3,11.0,26,557.5
1332,94,2,25,8.6,1.2,5,6.0,34,528.4
1333,197,7,25,4.6,6.2,9,16.6,59,692.6
1334,128,1,23,7.2,0.6,10,15.3,54,365.1
1335,169,2,19,6.0,5.4,3,16.0,62,615.8
1336,99,3,30,2.9,1.0,4,20.2,65,484.1
1337,242,1,29,0.0,0.3,4,7.2,33,582.4
1338,55,6,5,8.3,1.8,7,2.8,47,408.1
1339,235,2,17,10.7,3.6,2,2.5,64,742.6
1340,191,2,12,2.6,0.2,10,4.5,44,298.8
1341,89,2,27,10.1,1.6,7,20.5,47,411.2
1342,96,5,30,2.6,9.1,6,6.0,50,536.7
1343,95,3,29,1.0,3.0,7,7.2,41,430.6
1344,182,7,27,10.7,6.8,8,4.3,31,829.4
1345,245,6,8,6.6,6.8,10,23.4,73,647.8
1346,36,1,22,3.2,4.2,9,5.5,75,237.1
1347,158,6,14,4.8,2.1,9,14.6,67,553.2
1348,78,4,8,8.7,7.5,6,14.5,64,524.3
1349,217,6,16,5.0,6.4,7,17.9,55,704.0
1350,185,3,13,11.7,6.4,8,9.6,49,663.2
1351,132,7,29,0.5,3.1,8,11.2,71,548.4
1352,75,4,19,2.7,9.3,6,15.0,52,489.8
1353,132,7,29,8.4,2.3,4,3.8,68,754.8
1354,114,1,9,4.1,1.4,10,16.3,47,197.5
1355,233,2,23,7.9,8.6,4,13.2,70,713.5
1356,143,4,8,11.2,0.4,1,15.0,65,658.5
1357,199,6,29,10.6,5.9,7,22.3,63,849.2
1358,230,1,28,3.1,7.9,5,3.6,33,672.9
1359,246,2,6,3.1,9.2,8,2.5,39,523.4
1360,43,1,25,11.4,7.4,4,4.1,49,568.9
1361,232,5,8,9.4,3.0,5,5.9,37,710.9
1362,173,1,23,4.6,0.8,2,3.7,39,539.2
1363,113,6,24,0.7,7.6,1,21.6,41,701.5
1364,127,7,22,1.2,0.2,8,10.3,73,443.9
1365,218,4,17,0.8,4.4,3,12.5,67,529.8
1366,165,5,22,1.1,6.3,2,2.7,25,667.2
1367,220,6,20,4.1,1.5,1,1.5,28,712.5
1368,42,7,22,7.3,6.2,8,16.9,38,557.0
1369,181,6,8,8.1,1.3,4,23.0,24,633.3
1370,148,6,12,2.9,7.4,3,5.4,35,661.9
1371,59,2,9,8.1,4.1,7,9.8,57,293.5
1372,101,2,5,10.3,0.6,2,3.0,46,430.6
1373,144,1,16,9.2,2.3,3,19.0,52,500.6
1374,112,2,18,9.8,4.7,1,13.3,49,524.3
1375,63,3,28,8.7,4.3,6,21.8,59,474.7
1376,95,6,22,6.1,6.6,10,1.8,27,466.4
1377,160,6,21,3.1,6.0,8,17.9,48,499.2
1378,42,5,19,1.5,6.1,2,21.2,72,517.2
1379,41,7,23,6.8,6.8,10,2.1,34,450.7
1380,164,4,9,0.7,5.3,1,2.5,33,587.5
1381,183,2,9,0.6,4.4,6,14.4,49,356.0
1382,150,7,23,1.3,5.9,6,23.4,41,636.4
1383,123,6,10,10.0,6.3,3,1.9,33,703.3
1384,136,6,12,8.7,7.4,3,17.6,55,644.2
1385,145,5,17,10.1,5.1,4,3.9,66,701.5
1386,176,3,27,7.7,7.1,5,1.8,40,657.5
1387,114,6,26,1.6,9.1,1,20.1,24,682.5
1388,130,5,29,1.6,7.6,1,2.6,43,680.3
1389,107,6,25,4.3,0.3,2,22.3,45,652.9
1390,130,1,8,4.1,5.3,8,5.4,59,309.3
1391,215,5,17,10.6,7.6,2,1.0,40,819.6
1392,223,1,11,4.3,3.4,10,4.7,32,434.2
1393,67,5,19,2.4,8.3,10,11.3,70,429.6
1394,140,1,18,2.7,9.2,6,10.7,75,437.3
1395,201,3,12,4.0,7.5,7,5.4,28,623.8
1396,76,7,27,11.1,0.9,9,14.6,31,563.2
1397,242,5,29,4.0,2.9,10,3.4,57,674.9
1398,181,1,23,3.2,3.9,9,19.6,29,397.9
1399,106,2,17,5.7,9.2,7,23.4,75,403.9
1400,229,3,27,0.7,2.7,6,22.9,38,546.9
1401,192,6,11,3.7,8.2,8,22.0,30,621.9
1402,61,1,19,4.3,8.1,8,6.5,71,319.9
1403,87,2,26,10.0,2.6,6,1.6,71,450.9
1404,179,1,10,5.9,9.8,3,13.9,61,559.0
1405,236,5,26,9.4,7.5,3,9.7,55,918.4
1406,39,7,29,10.9,7.5,1,3.3,25,822.3
1407,171,1,12,2.7,9.3,1,13.3,72,546.2
1408,184,5,19,4.4,9.6,4,17.2,71,746.3
1409,127,4,7,4.9,3.9,3,8.7,25,492.9
1410,74,1,18,1.8,3.9,1,22.6,51,330.6
1411,99,4,11,4.0,4.9,2,10.5,51,499.3
1412,81,4,7,0.9,9.0,7,24.8,61,341.4
1413,46,5,15,3.7,8.3,8,21.0,71,392.5
1414,58,2,27,11.3,6.6,1,3.7,70,592.9
1415,111,4,16,10.3,0.8,7,18.8,63,442.5
1416,145,7,24,4.2,2.6,1,2.5,50,661.4
1417,168,3,23,7.1,7.6,6,24.5,64,601.4
1418,160,4,10,5.3,5.2,9,2.3,66,498.7
1419,135,1,30,10.6,1.7,8,3.2,53,480.9
1420,180,5,21,1.2,5.0,4,15.0,74,635.3
1421,214,1,26,11.5,8.5,1,13.8,45,828.1
1422,148,7,10,11.6,2.4,10,20.1,48,641.3
1423,209,1,20,4.1,5.8,6,20.7,31,517.9
1424,56,1,25,0.2,0.4,3,12.3,27,271.3
1425,53,4,29,7.5,4.5,3,24.5,22,564.8
1426,189,5,20,5.3,2.0,8,22.9,61,555.9
1427,46,1,21,10.9,9.0,7,6.3,55,492.1
1428,175,2,29,0.1,6.3,5,14.1,67,465.3
1429,74,4,16,7.2,3.5,2,16.8,26,531.5
1430,185,5,17,11.3,0.2,3,23.2,32,674.7
1431,176,6,20,2.1,5.1,10,9.1,62,458.9
1432,238,4,19,3.5,6.8,5,12.1,50,709.7
1433,70,7,27,7.9,0.3,5,15.9,39,616.4
1434,173,6,6,1.5,8.6,5,19.3,52,628.4
1435,53,7,6,11.4,3.9,3,20.8,42,629.3
1436,113,4,10,0.7,4.7,3,1.4,49,440.2
1437,236,1,11,3.2,0.7,3,22.9,64,521.6
1438,186,3,6,5.9,8.7,6,15.5,65,522.1
1439,236,1,21,4.7,4.4,4,16.3,47,602.5
1440,182,4,10,9.2,5.6,6,14.0,53,619.5
1441,136,2,20,4.9,1.1,5,17.9,65,500.3
1442,186,4,26,7.2,3.3,2,7.8,50,678.6
1443,50,1,21,7.4,7.9,8,24.1,74,366.8
1444,71,5,17,3.4,9.1,2,10.0,36,565.6
1445,111,2,9,0.4,9.7,9,24.7,43,358.0
1446,234,7,30,11.4,1.8,10,13.7,47,811.2
1447,111,7,6,0.8,0.3,6,11.2,68,344.0
1448,234,2,20,3.6,4.9,6,4.1,25,611.3
1449,222,1,20,0.5,2.9,8,3.7,36,453.3
1450,117,2,29,8.8,9.8,6,19.6,73,602.1
1451,39,5,6,0.3,8.1,9,10.3,45,275.0
1452,150,2,15,5.4,8.6,10,7.9,64,464.1
1453,231,6,28,7.0,5.1,9,23.8,74,749.4
1454,151,6,13,12.0,9.8,2,8.9,43,844.6
1455,146,4,28,0.5,1.7,4,18.6,66,541.9
1456,82,1,23,4.3,7.3,5,9.1,56,481.7
1457,163,2,9,1.0,1.6,10,15.2,22,279.6
1458,166,1,23,4.4,3.4,3,20.4,41,475.2
1459,41,3,5,6.2,5.0,4,14.2,67,401.6
1460,121,7,14,0.5,7.8,9,18.9,74,464.3
1461,116,6,24,0.6,1.8,7,14.2,54,429.6
1462,178,4,29,5.7,1.6,4,4.4,57,631.8
1463,169,5,13,3.4,4.0,6,20.3,51,536.0
1464,173,5,18,7.9,2.7,8,3.1,30,561.6
1465,97,1,14,1.7,10.0,9,23.9,34,303.1
1466,139,2,28,1.4,2.7,9,15.7,72,414.9
1467,238,3,15,2.4,3.7,4,6.7,48,535.3
1468,81,6,26,0.8,0.0,1,17.8,48,554.1
1469,112,7,12,5.3,5.5,5,16.6,63,525.4
1470,67,7,20,11.8,9.9,7,12.9,57,664.9
1471,224,7,27,10.0,2.5,10,21.8,36,825.3
