batch_id,material_kg,machine_hours,worker_hours,energy_kwh,units_produced,defect_rate_percent,supervisor_age_years,factory_age_years,production_cost_thousand_kzt
806,545.2,33.5,146.8,898.0,1284,0.4,30,30,1848.6
807,718.8,54.6,76.5,2798.7,1132,0.5,27,22,2029.6
808,1023.1,25.8,29.7,2393.9,655,1.3,42,1,2080.6
809,735.1,5.0,138.6,211.5,1555,1.2,27,38,1796.6
810,272.1,47.1,75.1,2601.8,1033,5.1,56,19,1881.9
811,833.4,79.0,117.7,1820.3,430,3.8,59,9,2546.3
812,1029.0,24.8,77.9,535.8,671,2.0,48,38,1861.4
813,780.2,9.8,142.8,1656.8,1324,2.5,64,13,2149.1
814,551.1,28.3,94.2,1185.6,1118,2.3,53,23,1688.6
815,129.3,59.3,62.3,2409.4,1492,3.8,27,30,1883.7
816,656.1,71.3,74.8,2839.3,1335,1.7,38,12,2355.9
817,461.6,54.1,36.8,2870.9,1611,1.5,39,14,1902.7
818,648.7,60.2,29.8,1397.0,146,6.2,62,4,1923.5
819,260.9,23.5,115.2,1538.4,2089,6.1,37,36,2127.6
820,925.4,4.8,21.5,305.8,1757,6.3,54,30,1822.1
821,835.8,59.1,155.8,2816.9,2131,3.6,33,17,3077.2
822,382.2,11.3,20.2,2987.7,960,1.0,61,40,1382.2
823,125.6,15.4,12.2,780.5,800,6.8,55,22,972.8
824,284.1,73.7,32.7,679.0,332,2.7,50,13,1408.4
825,767.9,22.3,60.4,1131.1,1134,6.9,41,14,1955.9
826,955.0,17.6,14.6,381.9,455,0.3,27,1,1368.6
827,114.0,68.4,47.7,1338.2,614,7.3,36,34,1744.7
828,328.5,61.5,88.0,558.1,1756,2.9,35,2,1907.3
829,694.3,16.0,75.6,708.8,1436,0.9,30,23,1553.2
830,926.0,29.9,106.7,1332.6,1943,0.7,41,20,2303.6
831,838.7,41.2,16.6,2707.4,1681,3.3,55,30,2244.6
832,862.5,70.9,121.5,2209.9,2436,2.4,28,19,2923.0
833,140.4,19.7,129.5,800.5,1817,0.7,48,10,1577.6
834,106.7,26.3,121.3,2942.9,585,5.8,46,32,1881.7
835,531.7,15.3,108.4,873.8,1812,1.5,58,18,1929.9
836,1147.0,17.4,58.1,1580.1,2426,5.6,62,10,2496.9
837,747.8,16.9,155.9,2281.7,1724,2.9,30,11,2485.7
838,439.4,10.8,81.1,1143.0,2119,4.5,26,28,1649.9
839,793.9,5.1,41.8,1080.1,2132,7.9,48,10,2059.9
840,652.2,38.5,17.0,770.6,1834,3.0,59,16,1809.2
841,546.8,75.0,85.0,2718.4,1831,6.4,33,20,2684.5
842,857.7,33.0,90.1,2901.5,1926,4.3,25,14,2579.4
843,948.2,8.4,148.4,1046.2,1979,7.8,35,14,2710.0
844,632.0,42.8,152.0,1818.1,2324,3.2,45,9,2559.3
845,166.0,9.8,34.9,2380.8,1093,4.5,62,20,1462.5
846,1148.8,43.2,72.8,1908.0,1148,5.7,60,2,2463.8
847,1033.8,40.1,115.4,2882.8,1376,5.8,49,22,2792.3
848,1116.3,78.5,128.8,2114.8,192,5.6,58,17,3089.1
849,729.5,40.3,19.8,1153.3,1135,1.1,45,17,1635.5
850,916.0,22.7,124.8,902.1,941,5.8,47,36,2361.2
851,492.0,4.1,28.4,2827.0,1649,6.1,62,10,1799.2
852,989.6,30.3,113.0,2375.0,211,0.6,35,3,2165.7
853,804.0,62.5,25.5,2163.6,131,3.8,49,5,2037.8
854,719.7,71.2,137.1,1779.4,552,5.1,25,2,2370.2
855,518.5,12.9,10.4,791.9,1424,0.4,46,25,1323.3
856,132.1,42.4,151.6,1631.6,1493,6.5,46,4,2018.2
857,896.2,30.8,28.8,2541.1,1199,0.4,26,35,1968.4
858,491.6,57.1,61.0,1579.1,1015,7.8,27,16,2205.6
859,749.9,61.6,63.5,2251.3,1475,2.8,34,4,2316.7
860,555.3,75.3,153.0,2739.5,2442,6.4,42,21,3246.2
861,1164.8,54.2,25.7,422.3,306,6.1,42,35,1901.1
862,987.9,10.0,132.8,2278.6,1344,7.8,29,10,2577.2
863,130.9,15.6,97.8,224.6,2047,5.8,39,28,1668.1
864,163.9,78.4,58.3,2437.4,668,2.3,45,31,1830.3
865,949.9,60.8,87.5,550.8,2138,2.0,49,25,2292.5
866,836.4,38.0,121.2,236.0,2230,1.4,30,36,2192.4
867,1125.6,45.0,46.4,360.6,1545,4.5,37,24,2321.6
868,296.3,33.3,52.9,478.0,1920,6.3,39,35,1601.8
869,545.2,22.3,70.5,2163.5,1513,6.6,58,39,2102.9
870,807.0,12.5,155.1,2704.2,2472,5.1,64,40,2796.8
871,599.0,26.7,128.6,1055.4,468,2.1,60,5,1828.1
872,536.8,37.6,107.6,1537.5,1576,3.6,42,6,2154.3
873,117.1,27.7,20.9,914.7,2149,6.2,39,6,1554.8
874,118.9,79.5,19.5,283.4,2336,4.2,56,15,1851.4
875,707.7,78.8,74.6,1334.2,2289,0.5,53,32,2259.7
876,379.7,43.9,73.4,1703.9,2282,3.0,30,18,1967.7
877,403.4,19.7,141.8,2557.7,902,3.6,43,15,1950.2
878,139.7,78.7,147.7,949.8,1535,7.2,65,31,2488.9
879,239.5,21.0,41.5,1071.0,1949,5.5,32,20,1559.2
880,667.2,21.0,30.2,2638.2,1943,2.1,40,12,1961.6
881,627.8,69.7,107.9,2517.9,1775,2.4,47,39,2529.3
882,210.9,59.3,11.7,1677.3,1066,1.8,44,16,1464.7
883,772.6,73.0,139.5,1953.0,1889,5.9,51,35,2984.1
884,447.8,33.5,11.7,2396.8,474,7.5,46,12,1685.2
885,888.8,63.4,17.2,2876.6,932,2.6,31,29,2116.3
886,518.0,32.5,96.5,903.4,988,0.7,33,19,1712.7
887,331.7,47.6,57.7,2284.0,2349,2.3,37,22,1919.8
888,1124.6,29.2,92.0,2892.2,300,5.8,50,2,2538.7
889,178.0,51.9,71.9,2976.3,1857,7.5,57,36,2216.9
890,559.3,40.0,38.4,1329.9,1581,1.2,43,15,1725.5
891,623.2,8.9,132.7,1313.9,100,6.9,35,5,1859.4
892,402.2,28.1,138.5,1244.3,1943,3.3,43,29,1997.1
893,959.5,49.1,120.8,2102.0,1681,2.2,43,30,2644.8
894,252.9,29.9,99.1,1530.9,121,5.2,55,34,1656.8
895,944.2,61.6,137.9,489.4,1311,2.4,44,29,2478.6
896,1097.2,77.2,26.6,2441.4,1789,6.0,29,17,3008.2
897,821.3,37.2,152.7,317.0,2386,0.9,29,19,2389.5
898,182.0,11.9,123.1,2608.4,1541,4.6,34,2,1953.6
899,808.3,21.3,102.3,972.6,1238,4.2,42,26,1997.7
900,989.0,50.8,44.9,2704.5,646,0.5,36,20,2116.0
901,895.8,76.9,100.7,2087.7,492,4.7,32,3,2605.1
902,219.3,10.0,44.7,2527.8,2153,4.4,35,6,1690.5
903,1177.8,66.0,89.7,2035.7,2166,1.4,44,36,2993.1
904,126.1,61.7,11.2,2488.4,2351,2.6,58,6,1840.7
905,120.1,50.5,34.4,2402.9,2351,3.0,46,39,1941.4
906,338.3,56.1,37.9,1154.9,457,6.3,28,7,1712.0
907,1141.0,10.8,60.8,520.2,2223,6.8,55,33,2331.4
908,511.0,18.8,113.6,2027.4,1289,2.8,40,39,1855.9
909,886.7,51.6,144.2,1804.0,1202,4.3,65,19,2643.0
910,773.2,36.1,36.6,2429.7,2358,6.6,46,39,2416.8
911,103.1,62.3,46.5,2827.6,1300,3.0,35,20,1886.3
912,351.4,38.8,60.1,1812.9,2018,5.3,36,35,2111.8
913,647.9,27.8,96.7,1211.4,474,3.5,57,22,1776.8
914,709.7,55.7,18.1,2632.3,1022,0.8,38,11,2011.3
915,416.5,73.7,50.9,1055.3,1908,2.1,34,15,1845.9
916,880.3,27.8,111.5,1102.9,795,2.7,43,1,2105.9
917,997.1,51.1,90.6,1445.4,1305,7.1,25,15,2630.0
918,793.3,75.0,34.9,2282.3,281,6.9,29,28,2286.3
919,867.7,68.5,53.2,2599.9,1457,0.2,29,31,2513.5
920,873.2,42.7,16.0,797.8,561,4.2,58,17,1735.9
921,827.1,68.5,142.4,1638.0,283,6.7,54,18,2795.7
922,315.7,54.9,101.5,207.9,456,0.9,52,12,1488.0
923,587.0,73.6,115.3,627.9,902,7.5,30,18,2655.3
924,709.0,23.4,105.2,2488.7,810,1.2,29,39,2067.6
925,945.1,29.0,106.6,582.8,793,2.1,52,5,1768.4
926,608.9,19.1,151.6,2085.1,1797,5.1,40,26,2400.0
927,352.2,31.4,69.0,2979.7,1147,5.0,26,36,2071.6
928,825.0,71.2,87.4,530.1,134,0.2,35,31,2060.0
929,471.1,79.2,81.6,820.1,668,6.8,43,22,2083.4
930,557.4,26.9,108.8,737.3,640,4.6,59,4,1687.8
931,978.5,14.7,49.8,2795.3,1511,2.3,64,24,2427.5
932,1042.0,73.0,122.4,1400.3,1679,5.5,35,10,3065.8
933,862.1,26.8,32.6,423.9,1466,4.9,58,7,1824.9
934,129.2,13.9,88.3,2486.7,971,6.2,36,11,1757.1
935,266.1,53.2,20.8,899.5,157,3.8,58,5,1396.9
936,658.5,41.4,46.5,1481.3,2021,2.6,60,22,2136.5
937,959.9,79.3,97.8,986.7,840,3.7,31,29,2578.7
938,926.4,20.2,16.5,1666.2,892,0.8,64,22,1710.6
939,839.5,37.0,130.5,2429.5,1848,2.9,32,36,2695.4
940,357.2,27.0,46.8,2831.7,855,4.5,60,10,1609.0
941,319.6,32.2,45.0,1059.9,2226,0.4,31,26,1485.4
942,1076.4,4.6,81.7,1939.8,1895,0.5,34,8,2139.8
943,793.0,46.4,22.7,2375.0,1834,3.8,53,24,2258.8
944,114.8,10.4,20.1,2669.1,270,2.9,64,1,1064.1
945,566.4,67.7,96.0,691.0,498,4.9,54,39,1947.1
946,978.3,30.1,56.3,2570.4,2227,3.0,63,3,2422.7
947,786.1,61.7,85.2,725.1,758,4.9,42,8,2121.0
948,1099.6,31.2,151.3,2369.7,693,3.7,60,12,2654.6
949,1011.5,77.6,35.0,1105.6,1192,7.1,25,11,2633.0
950,141.2,62.8,29.1,1061.1,907,0.3,60,24,1355.9
951,846.3,25.7,19.1,840.3,674,2.6,30,40,1501.6
952,706.6,9.6,89.1,2993.7,1389,7.3,52,30,2190.6
953,727.6,40.2,126.9,2914.5,242,2.4,59,26,2217.7
954,127.2,11.8,92.0,2371.7,306,1.6,37,22,1398.7
955,683.4,77.5,125.4,412.9,762,0.4,39,9,2256.4
956,582.7,13.5,116.2,2140.5,1282,4.4,56,21,2147.7
957,401.9,66.7,133.3,2832.3,467,6.0,47,39,2541.3
958,765.3,18.0,84.7,2735.8,1961,2.6,39,13,2293.5
959,366.1,18.8,88.8,2711.9,1088,2.7,52,33,1694.2
960,849.4,48.0,148.0,2198.9,2009,7.0,51,14,2803.4
961,406.6,18.0,78.1,462.1,2045,7.3,50,37,1714.7
962,1165.4,13.4,159.4,1539.4,978,4.1,64,34,2431.4
963,823.4,40.8,43.5,156.2,696,3.8,51,34,1645.3
964,1034.9,59.4,16.8,1512.9,1210,3.3,41,29,2044.3
965,609.8,78.7,32.2,2795.2,470,0.7,38,1,1951.5
966,486.3,38.8,25.0,1661.3,1174,4.2,52,32,1786.9
967,767.4,22.3,44.1,2776.1,773,4.8,49,33,1909.7
968,812.5,74.6,68.7,2640.5,225,7.3,45,18,2581.3
969,987.0,73.9,154.2,1192.5,2161,0.4,51,26,2677.7
970,401.1,24.8,134.4,2628.5,2411,7.8,28,8,2582.8
971,1085.7,35.1,64.5,1937.4,681,4.2,25,11,2064.3
972,604.1,4.7,13.5,2047.1,1636,7.9,41,13,1860.1
973,746.2,61.8,47.5,813.3,2396,1.0,39,15,1986.9
974,500.3,33.0,24.1,867.2,2272,1.9,61,8,1741.6
975,405.6,74.9,61.2,1032.9,841,5.3,39,25,1981.1
976,938.6,22.9,96.0,427.4,1135,7.0,60,22,2465.7
977,906.0,59.5,49.0,2772.7,1880,5.6,26,40,2790.2
978,233.6,25.1,135.2,659.2,876,3.9,52,28,1722.1
979,971.6,78.2,118.3,1532.8,1892,3.1,54,20,2899.4
980,405.3,74.9,79.9,2245.3,1499,4.6,35,1,2291.5
981,682.8,69.2,34.4,1380.2,201,7.9,55,40,2055.9
982,990.5,25.9,35.5,2888.6,2296,1.9,54,20,2193.0
983,275.3,38.5,20.3,2730.8,2045,8.0,56,32,2021.1
984,435.9,54.6,159.5,2065.7,2379,7.5,63,23,2742.3
985,766.9,38.2,38.5,2362.5,516,5.9,50,7,2039.2
986,626.5,11.8,153.6,963.3,1838,6.3,40,15,2219.0
987,994.1,68.8,70.5,1590.7,1391,7.2,65,12,2707.2
988,464.8,11.8,155.5,856.1,2007,5.3,48,37,2095.0
989,1190.5,54.4,50.9,1779.7,1751,5.4,58,26,2644.3
990,860.1,73.2,25.3,587.5,889,1.6,37,22,1990.1
991,949.8,54.1,20.2,2805.6,154,6.4,46,10,2338.9
992,551.6,54.3,134.0,2719.9,2130,2.1,59,23,2519.2
993,330.0,56.5,139.4,1450.1,256,8.0,40,34,2082.4
994,509.5,71.6,78.5,1416.5,1553,7.9,63,34,2509.4
995,702.1,57.9,94.9,1179.4,2458,5.5,64,17,2481.3
996,831.8,58.4,149.3,1225.7,2279,6.7,30,4,2768.4
997,635.3,13.6,105.8,1099.9,568,2.8,65,23,1848.4
998,389.1,60.9,61.0,1670.4,2478,7.7,52,37,2451.3
999,850.9,28.1,31.9,566.3,2249,2.5,39,13,2086.6
1000,1164.6,24.3,86.3,620.4,1818,7.8,50,26,2658.2
1001,634.6,59.9,117.3,990.3,116,2.8,44,21,2008.2
1002,376.0,7.7,110.6,1871.4,1869,5.4,60,25,1790.9
1003,951.0,37.7,79.5,1498.6,1871,6.8,59,25,2610.6
1004,399.9,79.6,144.2,1786.3,2355,0.4,48,1,2431.2
1005,657.5,43.7,115.8,1984.8,1397,7.5,35,19,2557.9
1006,567.0,78.4,121.5,1991.1,1991,7.2,35,4,2966.4
1007,603.7,63.9,45.8,326.7,646,0.9,33,8,1684.9
1008,388.5,61.6,113.5,516.4,2439,0.4,36,37,1950.4
1009,494.7,45.4,36.7,153.6,312,5.4,63,7,1369.1
1010,1134.9,55.9,52.6,1920.0,2222,5.4,56,31,2586.0
1011,547.2,29.0,110.6,377.9,1048,6.4,26,20,1986.0
1012,825.6,27.7,140.0,2531.2,1640,6.2,47,8,2633.4
1013,1091.3,31.3,42.5,442.0,1205,7.6,65,9,2115.0
1014,638.1,64.4,81.0,2094.8,1091,7.9,55,37,2521.7
1015,1008.6,12.6,112.8,1376.9,2412,2.9,51,19,2427.7
1016,245.2,45.1,27.0,182.8,2003,4.8,50,31,1420.9
1017,1100.8,56.9,71.2,1782.9,1070,0.5,32,8,2314.9
1018,498.0,77.1,122.0,2347.3,1370,3.6,42,12,2623.7
1019,140.0,6.2,130.9,814.0,2040,6.3,63,27,1618.5
1020,1162.3,45.9,44.2,1715.9,445,4.7,49,15,2162.4
1021,787.6,59.4,61.4,265.5,496,4.2,46,9,1837.5
1022,135.6,68.0,65.3,2556.3,2047,7.7,36,13,2244.7
1023,1068.9,10.5,66.2,1638.5,1014,7.4,62,24,2155.5
1024,286.7,51.6,44.0,1972.5,690,5.1,29,23,1591.6
1025,348.8,67.9,67.3,150.1,795,6.5,46,28,1906.1
1026,799.0,6.2,146.4,2460.6,775,0.4,52,27,2196.5
1027,631.4,78.6,155.4,656.8,2069,1.2,34,27,2630.6
1028,453.2,21.9,61.9,678.1,1540,6.7,56,21,1640.4
1029,266.3,49.1,31.9,1908.6,2479,2.7,28,11,1832.1
1030,853.3,18.0,144.0,2915.8,810,3.6,40,30,2404.8
1031,818.7,21.1,11.3,1302.2,779,3.3,55,15,1776.0
1032,825.7,43.1,124.8,2584.0,402,3.0,61,24,2496.3
1033,385.8,57.6,112.8,656.7,147,7.2,55,33,2056.9
1034,1064.3,44.1,60.7,2884.3,432,3.6,28,22,2425.7
1035,354.9,59.0,154.6,2014.6,996,0.8,32,30,2309.6
1036,948.5,79.2,68.5,2184.8,2080,1.4,65,38,2796.5
1037,1151.2,6.8,64.2,2767.9,102,1.2,64,24,1910.1
1038,756.1,17.7,82.1,2492.9,443,1.2,42,5,2021.4
1039,352.5,48.0,25.5,2040.2,1339,5.3,63,23,1895.2
1040,560.2,13.0,95.4,1418.8,862,2.1,65,6,1686.5
1041,321.7,47.5,90.5,1558.4,461,5.4,43,31,1761.8
1042,476.0,40.0,83.4,1472.0,772,1.7,30,14,1695.1
1043,158.6,48.9,127.5,2216.9,2192,0.5,55,30,2141.3
1044,293.5,44.6,135.1,2442.2,1720,3.8,55,32,2211.7
1045,1133.2,74.6,49.5,2383.8,2297,4.4,28,30,2880.9
1046,814.3,44.2,108.4,2836.5,615,7.3,33,12,2535.4
1047,250.9,46.6,159.0,745.3,1365,4.2,51,22,1927.5
1048,907.2,44.5,83.4,366.4,1271,1.3,53,10,1849.8
1049,194.4,20.8,90.7,249.1,877,7.2,31,7,1512.6
1050,418.1,34.3,20.7,2728.6,1428,4.2,47,40,1635.7
1051,998.8,77.2,14.5,940.7,780,2.2,34,36,2011.6
1052,111.5,18.9,141.2,2733.2,413,3.9,36,6,1648.8
1053,651.1,61.7,134.3,829.6,2281,0.4,51,1,2431.2
1054,223.4,74.6,63.2,419.3,1126,5.8,55,19,1730.6
1055,590.8,7.4,90.4,533.9,2349,6.5,25,28,1958.6
1056,955.3,70.7,98.9,2926.5,1148,1.2,30,6,2663.2
1057,354.5,12.2,143.3,1957.5,2231,0.6,59,19,2214.8
1058,1152.0,55.6,140.1,868.1,512,1.3,53,38,2527.6
1059,923.8,76.6,93.4,981.6,650,4.3,41,21,2327.7
1060,603.4,58.8,111.3,1951.1,588,2.7,60,21,2170.5
1061,216.3,58.5,44.9,2021.9,881,6.7,43,6,1744.1
1062,562.6,49.6,63.9,400.6,1641,5.9,58,7,1895.0
1063,701.9,6.1,79.0,2765.5,2029,3.0,41,7,2048.3
1064,992.7,29.4,20.3,550.6,1797,2.4,36,10,1909.1
1065,497.6,78.2,14.4,1016.4,1724,7.3,58,31,1988.9
1066,211.6,40.6,73.7,1601.9,2248,3.1,45,2,1885.3
1067,287.0,30.3,105.7,2497.9,2485,7.9,62,1,2207.1
1068,1098.9,53.9,39.7,477.6,490,7.7,52,12,2107.7
1069,666.6,73.3,41.1,295.4,2351,2.0,28,24,2006.9
1070,763.2,28.7,130.9,1926.6,1923,5.2,35,11,2504.9
1071,451.5,8.6,123.3,1268.8,1220,6.9,38,37,1886.5
1072,349.3,40.0,78.5,241.4,1249,4.9,26,36,1583.6
1073,812.2,42.3,62.0,953.5,1751,4.0,30,9,2108.0
1074,1091.4,8.6,158.5,249.0,537,4.2,27,17,2185.6
1075,839.7,34.8,66.9,2693.6,1763,2.2,42,14,2289.5
1076,354.0,7.5,96.7,1468.3,533,3.1,53,23,1365.1
1077,1141.5,39.0,110.7,1584.4,2268,0.4,32,13,2770.5
1078,214.5,43.1,89.1,1304.1,766,5.6,58,10,1691.1
1079,1010.1,21.0,98.6,2415.6,1106,3.7,30,38,2404.9
1080,1199.3,32.7,30.9,510.3,2153,0.3,44,37,1919.8
1081,308.2,63.3,51.2,2760.9,2022,1.1,29,3,1953.6
1082,489.2,18.6,13.0,1042.7,356,4.9,49,31,1264.8
1083,502.7,60.5,148.5,2260.4,2250,6.2,38,21,2836.9
1084,813.2,75.6,50.7,1619.0,1217,5.6,55,2,2633.8
1085,490.9,20.7,159.5,2115.5,1402,0.3,54,4,1923.4
1086,627.6,21.2,44.8,405.3,275,6.5,65,12,1434.8
1087,918.2,17.6,45.9,2287.4,2295,4.4,62,2,2363.0
1088,1197.6,68.4,119.7,2014.5,2128,6.1,27,5,3211.5
1089,686.7,49.3,53.2,2973.1,1779,2.9,32,38,2226.4
1090,714.5,48.9,121.9,546.2,2072,1.5,26,5,2343.8
1091,1117.5,51.4,38.5,367.4,495,1.3,40,17,1926.5
1092,214.4,24.0,99.9,2557.5,1329,6.7,34,21,2090.6
1093,894.0,61.0,94.8,2454.0,1594,2.4,45,15,2689.9
1094,508.3,62.8,17.8,1249.7,1949,5.5,45,33,2010.7
1095,1134.4,54.3,73.1,2907.5,2239,7.3,47,9,3196.9
1096,718.7,20.5,135.0,724.3,627,7.6,50,22,2246.8
1097,1172.5,11.9,147.0,1688.0,1724,4.4,36,4,2712.8
1098,700.4,14.5,46.8,1914.7,2067,7.2,51,30,2175.0
1099,552.8,6.2,58.0,1058.6,926,2.9,25,14,1412.3
1100,378.0,57.9,100.6,1220.0,655,7.6,29,22,1965.2
1101,888.1,34.9,90.5,635.8,942,5.1,31,15,1814.3
1102,755.9,63.4,61.6,1252.0,1486,6.3,62,24,2439.0
1103,828.8,26.8,142.2,2960.2,380,2.3,32,37,2258.6
1104,890.3,28.7,131.0,2109.4,299,6.3,32,32,2624.0
1105,762.7,67.5,159.8,1191.4,741,7.5,63,16,2815.8
1106,191.8,71.9,21.4,2778.7,1603,4.5,50,24,2155.4
1107,678.8,47.1,90.6,585.0,2306,5.1,48,37,2271.4
1108,1107.2,13.9,143.6,2567.2,942,3.0,57,8,2712.5
1109,749.6,66.0,133.9,2647.8,1836,1.8,26,3,2738.8
1110,582.3,10.4,32.4,1399.7,1780,2.0,55,39,1441.2
1111,1189.4,35.2,13.1,1963.2,883,5.6,31,31,2279.4
1112,337.1,54.4,153.0,1059.0,482,3.2,48,16,2173.4
1113,1091.1,8.2,78.9,1110.2,269,4.4,36,32,2051.9
1114,499.6,33.0,14.6,857.3,1377,4.3,49,27,1251.8
1115,584.9,54.7,80.0,2326.4,1707,1.5,63,39,2260.6
1116,811.9,59.1,111.2,2272.2,2495,6.4,42,14,2789.5
1117,695.8,35.8,78.2,2505.8,1028,4.8,55,26,2036.7
1118,866.3,54.9,139.8,1562.5,443,7.4,59,12,2748.8
1119,777.4,12.2,65.4,2928.8,822,7.8,53,14,2069.7
1120,730.1,33.9,141.1,2744.5,539,1.1,39,23,2261.9
1121,411.6,17.0,83.0,1202.4,1368,1.9,28,17,1492.8
1122,326.7,15.4,133.9,2927.4,490,6.0,33,23,2116.1
1123,844.1,38.5,116.4,1681.1,855,1.8,30,2,2487.0
1124,882.7,5.9,47.2,449.5,614,6.3,47,3,1660.4
1125,205.4,23.7,96.9,2293.7,1354,4.6,35,25,1812.9
1126,899.4,41.6,26.5,1248.2,979,2.8,45,28,1852.5
1127,532.4,5.3,20.2,2130.6,2125,4.7,56,8,1765.4
1128,383.5,49.8,94.5,488.0,798,7.9,64,28,1966.1
1129,252.5,11.9,65.3,718.8,801,4.2,48,40,1177.1
1130,662.2,35.8,117.7,2409.1,1694,2.9,31,12,2445.7
1131,1035.5,61.2,34.9,1239.6,247,1.6,57,16,1991.6
1132,878.4,13.8,36.1,1526.1,1559,0.2,33,1,1651.5
1133,1112.1,46.7,86.6,2821.1,2130,4.1,38,20,2726.8
1134,737.9,62.1,149.0,1104.6,738,3.5,38,14,2527.9
1135,325.8,5.0,111.8,1200.9,722,6.0,63,8,1620.7
1136,376.3,11.4,153.0,1766.2,2462,6.4,29,32,2408.4
1137,522.0,53.5,72.6,592.6,2107,7.2,59,34,2347.8
1138,632.6,67.8,58.8,2523.5,496,6.4,39,29,2282.6
1139,233.7,56.9,16.6,2937.7,1186,7.3,58,8,2038.7
1140,1020.4,15.4,48.9,2207.2,1231,7.6,31,17,2310.7
1141,907.7,60.6,21.0,506.1,344,3.5,56,5,1763.2
1142,868.6,58.7,70.3,694.1,1645,4.7,53,13,2269.0
1143,759.7,49.8,63.1,1254.9,2366,1.6,46,18,2199.3
1144,1187.3,52.1,48.8,1266.8,953,1.5,50,5,2277.5
1145,335.6,30.6,23.0,257.8,849,0.8,60,24,1201.6
1146,894.9,65.0,82.0,482.1,1423,7.8,36,27,2519.7
1147,433.6,45.2,85.0,1597.7,1798,4.7,38,40,2138.3
1148,509.0,7.0,132.4,246.7,2079,6.1,29,27,1940.3
1149,1067.2,28.0,61.3,1457.2,1589,3.8,27,19,2139.4
1150,1017.1,60.3,29.3,400.9,1274,5.5,49,12,2047.6
1151,669.2,8.6,13.7,360.0,2487,5.1,63,21,1551.4
1152,810.6,17.5,83.0,1156.7,1173,3.0,32,3,1744.6
1153,234.9,72.2,39.1,1908.3,961,5.8,62,32,2022.1
1154,341.1,39.7,84.4,2845.4,852,3.0,49,39,2017.3
1155,1074.2,28.7,68.4,1663.4,1602,7.0,33,29,2455.4
1156,948.4,39.8,25.0,2919.5,2323,7.2,31,7,2478.2
1157,561.6,48.1,38.2,2033.4,751,3.7,56,6,1802.3
1158,860.4,30.2,125.1,2003.7,2240,3.0,62,16,2812.3
1159,126.6,55.9,140.4,2912.7,752,2.6,57,39,2229.6
1160,446.3,44.0,78.8,1582.1,2152,7.4,30,38,2212.3
1161,875.0,77.0,17.2,595.0,1627,4.8,52,19,2064.2
1162,1057.1,18.3,118.6,2532.8,873,2.7,65,21,2556.0
1163,378.6,33.1,122.0,1728.7,1232,3.9,34,25,1941.5
1164,192.2,48.1,87.3,2111.6,1382,2.6,35,14,1820.6
1165,1165.1,55.6,19.9,2165.5,360,4.9,26,25,2204.3
1166,242.7,16.5,97.2,535.5,113,3.9,42,7,1231.0
1167,902.5,35.6,119.4,828.7,2263,7.2,41,33,2606.5
1168,632.4,38.1,147.3,2624.5,1188,4.5,45,40,2478.3
1169,417.8,18.6,73.2,2065.4,1832,7.6,27,9,2049.2
1170,747.3,79.5,127.6,2369.4,1556,0.8,34,24,2607.9
1171,614.3,65.7,52.8,1071.9,1931,6.5,64,35,2297.8
1172,393.4,12.5,61.7,250.0,2496,2.0,40,14,1498.6
1173,552.6,46.0,78.0,2997.0,1001,6.9,42,15,2432.7
1174,310.8,79.9,74.6,902.2,121,0.4,39,29,1553.3
1175,796.8,50.9,104.6,813.4,2218,6.3,62,23,2553.5
1176,958.2,18.9,105.7,2104.6,1777,7.9,42,31,2559.0
1177,374.8,22.6,156.3,2161.3,637,5.4,44,12,2230.5
1178,641.1,78.7,16.2,2310.7,654,7.9,63,31,2381.2
1179,1022.0,48.2,152.1,598.3,1890,4.4,49,24,2804.4
1180,538.3,6.1,77.8,2268.4,1796,2.0,33,29,1871.6
1181,125.9,50.3,50.9,1027.3,2465,6.9,46,1,1986.0
1182,373.2,50.5,119.5,1455.3,2415,2.4,42,14,2302.3
1183,388.4,18.7,69.3,1326.9,1929,2.7,59,17,1761.3
1184,330.2,21.6,109.7,1224.8,2342,3.4,38,10,1893.4
1185,734.2,26.2,84.9,914.3,873,3.0,55,29,1740.8
1186,1196.6,30.1,112.6,2997.7,252,1.0,46,32,2377.7
1187,1066.7,4.3,94.5,1952.7,1721,1.3,25,21,2210.7
1188,856.4,34.7,39.0,431.6,1286,0.5,25,9,1725.3
1189,630.6,15.4,134.1,1127.6,1108,3.7,64,38,2048.8
1190,609.2,74.0,144.8,1471.5,1109,0.2,36,4,2336.2
1191,412.6,43.2,130.3,1766.1,2259,4.3,59,18,2288.8
1192,151.3,64.3,130.4,1812.5,1061,1.8,38,20,1982.4
1193,720.8,19.9,117.3,1650.5,1642,5.0,56,34,2315.8
1194,581.9,4.3,89.9,2164.0,2333,7.1,31,38,2312.2
1195,672.4,77.5,129.6,490.4,2311,6.7,34,16,2701.6
1196,379.1,18.1,21.8,2687.1,526,6.8,60,13,1689.6
1197,605.6,47.5,96.0,448.6,1501,7.3,61,33,2259.3
1198,596.5,55.4,34.1,2637.9,2089,4.8,53,40,2270.7
1199,999.3,54.4,114.1,155.9,118,8.0,25,26,2275.0
1200,567.7,79.9,29.2,2786.6,2192,5.7,39,16,2577.8
1201,796.2,45.4,27.7,1612.7,2326,0.4,37,19,1945.5
1202,673.8,42.4,105.0,1828.7,843,1.6,60,20,1989.2
