delivery_id,distance_km,restaurant_prep_minutes,traffic_index,order_items,couriers_available,pickup_queue_orders,customer_previous_orders,restaurant_age_years,delivery_time_minutes
1065,5.8,32.5,11,7,7,7,33,12,61.7
1066,6.5,18.9,18,1,7,5,70,17,51.0
1067,11.0,18.0,76,7,11,12,70,1,73.7
1068,16.1,21.0,69,3,2,4,36,11,74.0
1069,2.2,26.3,70,8,10,10,25,11,59.2
1070,2.7,18.2,82,5,5,8,13,18,52.0
1071,3.9,16.8,75,5,7,12,4,17,58.1
1072,14.9,16.7,21,5,1,3,21,7,62.2
1073,7.6,16.2,87,2,8,8,34,9,53.1
1074,15.5,20.5,3,4,5,11,37,9,79.2
1075,9.2,26.8,6,2,4,2,74,13,61.0
1076,3.4,21.4,56,5,9,4,58,20,56.1
1077,11.9,14.7,94,2,2,9,66,15,74.7
1078,3.7,16.7,98,7,5,3,42,1,52.8
1079,14.8,13.9,6,2,12,1,15,7,51.8
1080,3.7,17.9,100,6,7,4,75,6,55.1
1081,4.2,9.7,33,2,4,10,1,7,41.8
1082,15.3,22.8,75,2,1,10,80,16,81.7
1083,14.8,19.1,16,3,9,3,6,8,58.7
1084,11.3,15.5,36,1,8,7,35,19,55.5
1085,8.6,17.6,12,2,5,8,42,15,55.3
1086,12.4,17.8,2,1,9,3,17,6,53.6
1087,4.7,19.0,74,6,2,6,53,17,61.8
1088,1.1,18.6,82,1,10,6,58,18,39.0
1089,6.7,23.7,58,8,12,0,61,11,43.7
1090,11.4,22.7,88,1,7,7,43,5,66.2
1091,3.8,6.2,78,3,6,4,17,15,34.8
1092,13.2,19.6,50,7,3,1,49,11,73.1
1093,15.6,31.0,81,6,6,12,52,8,89.5
1094,7.2,14.4,18,1,8,12,16,5,51.5
1095,6.5,20.2,7,2,1,0,30,16,42.9
1096,2.7,15.5,73,8,5,10,74,15,45.2
1097,14.6,8.5,57,1,3,9,65,10,63.8
1098,7.2,25.1,92,1,1,0,65,12,62.1
1099,17.4,22.3,46,4,8,11,46,5,91.1
1100,8.8,5.1,45,5,11,0,72,4,42.6
1101,10.5,16.5,68,6,3,0,21,20,62.1
1102,6.2,21.1,50,8,12,10,76,19,60.5
1103,9.6,21.6,53,1,8,7,2,8,69.4
1104,13.3,9.4,13,8,3,7,77,2,60.9
1105,5.1,22.0,97,6,12,2,45,15,53.0
1106,11.4,18.8,61,1,1,10,36,20,75.2
1107,17.8,9.8,80,8,10,9,4,16,73.0
1108,7.1,16.4,93,6,10,2,31,4,44.9
1109,3.7,21.8,59,3,10,0,75,11,39.0
1110,16.6,23.7,69,1,12,0,64,16,62.2
1111,1.9,17.0,66,1,3,6,28,13,49.4
1112,17.5,26.1,30,3,11,5,48,4,73.5
1113,17.1,18.0,35,5,9,3,42,17,77.4
1114,6.6,20.2,3,8,7,1,58,18,45.3
1115,9.2,22.8,12,5,12,4,52,3,64.0
1116,3.1,12.5,48,7,5,10,27,1,55.4
1117,10.8,18.5,16,6,11,2,60,9,60.3
1118,1.0,11.3,54,7,12,6,11,11,42.5
1119,15.2,9.0,66,5,11,8,41,4,69.8
1120,2.4,14.2,55,5,9,0,73,18,29.5
1121,16.6,13.6,86,7,10,7,1,19,77.4
1122,4.4,17.6,20,5,2,11,3,2,52.7
1123,6.8,21.2,79,1,1,9,36,16,58.9
1124,1.0,17.6,76,7,7,0,53,14,42.7
1125,7.1,14.0,48,7,5,1,30,8,50.3
1126,1.6,19.4,9,2,8,11,19,13,37.7
1127,16.7,12.3,75,2,5,10,64,17,73.7
1128,14.8,17.8,64,4,5,2,76,19,63.1
1129,17.6,25.1,85,4,8,2,30,6,84.1
1130,8.4,17.3,97,2,5,2,10,15,58.5
1131,11.5,5.6,100,7,11,5,71,11,64.4
1132,9.5,5.0,90,4,10,8,62,13,58.4
1133,17.6,23.1,22,8,2,9,8,6,88.4
1134,10.2,22.0,8,8,7,8,51,19,63.6
1135,14.5,17.8,49,7,4,1,62,7,72.1
1136,6.1,24.4,55,3,4,9,4,13,66.4
1137,13.3,20.5,8,1,12,10,48,18,58.3
1138,13.5,21.4,3,3,2,0,33,10,54.7
1139,7.9,12.9,72,8,2,11,74,2,66.6
1140,4.4,25.1,71,1,4,3,73,7,58.3
1141,3.1,29.3,93,1,5,2,34,6,60.6
1142,14.6,27.4,16,2,6,7,45,11,71.6
1143,17.1,19.3,2,5,8,9,59,15,69.8
1144,4.0,20.4,93,1,1,9,69,6,58.8
1145,10.0,25.4,15,6,6,8,31,7,70.3
1146,11.6,16.4,99,6,11,8,0,14,62.1
1147,2.5,23.8,85,3,11,12,58,3,53.5
1148,15.8,14.1,96,4,11,0,63,12,65.8
1149,3.9,26.7,67,4,10,0,52,5,51.7
1150,12.1,26.1,26,6,5,10,64,10,69.3
1151,9.9,27.1,41,4,2,1,24,4,61.7
1152,12.9,21.5,24,8,4,6,15,9,71.7
1153,10.7,11.8,92,2,11,10,17,5,66.0
1154,3.3,20.3,94,4,9,7,8,17,48.0
1155,1.5,20.1,23,8,4,1,20,11,43.2
1156,12.4,17.5,76,1,7,10,62,5,71.7
1157,16.3,18.2,64,2,7,0,23,16,67.9
1158,9.0,30.8,8,5,2,6,23,17,65.6
1159,16.3,21.0,39,5,6,1,44,2,72.6
1160,18.0,24.9,21,3,1,7,1,20,83.4
1161,10.2,22.1,57,1,10,7,35,8,68.1
1162,6.1,15.1,20,7,10,4,16,19,46.1
1163,4.1,20.8,48,6,6,9,60,14,54.8
1164,10.7,17.1,11,8,4,9,80,14,68.9
1165,16.5,24.0,36,6,4,8,79,14,86.3
1166,1.1,14.0,74,4,3,11,69,10,50.2
1167,9.4,11.8,83,3,5,7,63,8,55.7
1168,17.8,18.5,22,2,9,5,58,2,65.4
1169,14.3,19.8,20,4,2,10,75,8,80.5
1170,13.1,15.7,88,6,9,5,12,11,77.1
1171,5.5,15.9,62,2,6,6,53,12,42.6
1172,1.2,19.2,45,8,8,0,59,18,38.6
1173,14.0,18.2,72,8,3,8,39,6,89.0
1174,15.0,16.6,93,1,1,0,80,1,72.4
1175,2.8,23.6,42,4,9,5,5,5,45.6
1176,2.6,19.3,31,7,8,9,13,11,41.6
1177,3.5,23.8,77,4,10,10,71,10,57.7
1178,10.4,21.6,11,3,5,5,57,6,54.3
1179,10.3,13.9,21,3,11,8,48,15,55.1
1180,7.2,17.5,30,2,3,10,18,16,48.8
1181,17.6,24.2,35,6,2,0,14,16,78.7
1182,13.5,19.8,86,8,10,2,7,10,78.7
1183,9.7,28.5,66,1,10,7,49,14,74.5
1184,3.7,18.5,94,3,2,9,80,12,58.6
1185,1.8,17.1,84,8,6,8,38,3,51.6
1186,9.0,12.4,40,5,7,12,79,16,57.3
1187,16.3,7.1,3,2,8,10,75,8,60.7
1188,12.8,12.5,55,4,7,7,0,5,63.7
1189,16.5,28.0,7,1,5,7,62,8,75.8
1190,5.2,8.3,97,5,7,2,6,16,43.2
1191,7.2,27.2,18,1,5,4,58,17,52.4
1192,8.9,23.2,27,2,1,6,68,17,66.2
1193,4.4,5.4,84,6,8,4,25,11,44.0
1194,11.4,14.0,45,8,11,1,1,1,56.4
1195,3.1,25.1,3,7,7,5,77,5,52.2
1196,9.8,25.6,57,7,6,11,6,15,82.9
1197,8.9,22.8,64,5,1,12,79,13,77.0
1198,6.0,20.3,100,1,1,3,3,8,59.6
1199,1.5,24.7,56,2,5,1,2,15,48.9
1200,5.8,21.0,27,7,8,12,8,15,60.8
1201,7.4,7.2,56,8,1,12,1,9,57.6
1202,5.5,13.8,7,2,8,8,13,11,50.6
1203,6.8,8.5,77,3,2,0,54,13,40.7
1204,6.4,16.4,55,7,8,9,73,18,57.9
1205,7.4,27.8,59,5,3,4,35,6,70.9
1206,4.6,11.6,21,4,1,2,15,10,35.9
1207,2.1,7.0,14,4,11,11,64,3,39.2
1208,2.6,20.4,34,2,7,6,45,1,33.3
1209,7.8,5.0,94,8,12,7,37,2,60.1
1210,13.0,16.7,17,6,8,6,32,19,61.1
1211,6.8,19.0,69,8,4,8,27,4,70.8
1212,4.7,27.2,99,6,6,1,19,8,62.8
1213,11.5,20.4,100,4,2,0,56,1,69.1
1214,5.3,29.5,93,7,11,10,62,6,67.4
1215,7.2,14.8,48,7,3,4,51,3,55.8
1216,15.0,21.7,98,5,2,2,31,11,80.8
1217,8.0,12.6,81,8,7,7,70,10,57.3
1218,6.1,21.4,48,5,10,0,45,7,47.3
1219,5.6,23.9,82,5,5,0,63,1,57.8
1220,10.8,14.2,81,2,9,4,80,5,58.8
1221,18.0,18.3,44,5,8,2,15,13,74.5
1222,10.4,18.5,100,6,11,8,45,3,67.5
1223,14.8,28.0,7,8,5,2,32,3,77.5
1224,0.7,18.5,92,5,1,9,54,6,60.8
1225,17.8,16.5,8,3,12,10,6,4,67.6
1226,9.2,16.5,70,1,3,4,71,10,59.4
1227,15.1,5.0,70,1,4,2,46,7,58.5
1228,17.7,15.6,34,7,5,4,72,8,77.9
1229,10.7,21.0,37,5,7,10,56,20,60.2
1230,15.4,15.3,92,7,10,12,65,2,81.3
1231,1.7,16.3,92,2,10,6,54,9,46.9
1232,15.4,18.8,92,3,2,3,79,13,78.5
1233,2.9,23.6,24,8,3,11,57,4,60.5
1234,1.2,19.4,67,1,8,3,33,14,36.3
1235,6.0,19.0,58,8,3,0,7,11,49.4
1236,8.9,19.5,25,8,9,5,41,16,58.6
1237,11.7,12.2,63,7,3,5,62,7,65.0
1238,3.8,11.2,42,3,10,11,32,10,41.5
1239,11.1,11.3,87,7,5,4,31,20,58.7
1240,1.1,19.5,21,5,1,1,70,15,36.8
1241,17.4,11.4,63,2,5,11,34,6,70.6
1242,16.4,21.4,29,7,12,10,41,14,77.8
1243,7.7,12.6,18,7,9,10,66,20,63.4
1244,6.5,16.9,56,5,6,11,31,4,60.4
1245,9.0,23.9,59,7,3,2,24,1,67.6
1246,17.2,31.9,82,7,8,2,22,1,97.3
1247,12.2,20.2,74,2,8,7,25,15,72.9
1248,14.3,5.1,95,8,12,8,47,16,69.1
1249,12.1,15.8,5,4,8,6,11,18,57.4
1250,17.9,20.8,61,6,4,10,52,2,87.2
1251,2.3,22.0,20,4,1,6,56,19,47.1
1252,16.0,12.8,27,1,5,9,67,3,59.5
1253,6.3,5.5,31,5,4,7,35,14,44.8
1254,1.9,17.0,0,7,5,6,61,6,34.2
1255,5.5,13.2,82,7,7,12,1,18,59.7
1256,2.0,12.6,62,5,11,5,16,17,42.9
1257,14.1,7.1,89,3,7,6,63,9,61.3
1258,12.1,17.7,91,4,3,3,11,5,63.3
1259,9.0,5.8,30,1,9,3,0,17,38.9
1260,14.9,13.5,93,4,2,5,78,13,75.8
1261,6.4,15.5,100,5,10,11,41,17,61.1
1262,9.4,14.9,5,7,10,0,8,8,53.8
1263,10.3,16.9,95,5,3,12,73,11,73.6
1264,8.8,25.7,2,7,11,7,11,13,55.2
1265,3.6,26.6,67,8,12,7,72,11,55.6
1266,13.2,16.3,40,5,5,11,48,12,66.3
1267,4.5,12.1,62,2,4,0,63,10,45.1
1268,1.9,10.0,67,8,4,9,6,13,43.6
1269,5.0,10.4,90,4,4,8,18,12,57.3
1270,7.3,11.7,98,1,12,4,47,8,48.3
1271,12.9,21.4,10,1,10,2,21,10,49.0
1272,10.2,19.6,44,8,10,8,9,12,70.2
1273,16.7,10.8,12,2,11,2,52,8,52.2
1274,9.9,12.7,99,2,3,1,57,1,51.5
1275,5.8,24.2,62,5,12,6,64,14,58.5
1276,16.1,6.2,36,5,2,5,71,19,60.8
1277,1.0,19.6,56,8,5,8,39,6,49.2
1278,3.9,23.6,10,8,1,9,57,15,66.7
1279,14.0,13.9,98,2,7,3,62,13,61.9
1280,6.0,20.7,9,4,12,12,60,12,48.2
1281,17.1,20.0,27,2,5,11,73,18,75.9
1282,1.9,17.8,28,2,3,10,47,9,48.7
1283,2.0,10.3,61,4,6,4,51,19,41.3
1284,6.0,16.5,69,8,12,6,43,18,49.0
1285,12.8,9.5,98,7,10,9,19,12,67.8
1286,15.4,10.9,40,5,12,12,3,2,69.4
1287,5.0,24.7,65,8,4,4,7,12,65.2
1288,6.8,14.5,10,6,5,7,42,2,45.0
1289,13.5,7.3,68,7,3,5,21,20,61.0
1290,11.3,21.7,79,5,6,4,27,6,73.2
1291,10.2,24.2,47,8,1,12,34,8,81.9
1292,12.2,24.7,34,2,8,2,73,2,63.1
1293,10.2,21.3,54,7,7,2,16,17,63.4
1294,2.2,19.4,29,8,8,1,69,3,46.0
1295,2.6,5.0,73,1,11,6,31,1,37.6
1296,8.1,21.9,69,3,10,12,68,8,61.1
1297,0.9,12.7,0,5,2,11,35,13,45.0
1298,6.6,16.3,29,3,5,4,67,6,42.2
1299,8.8,22.1,94,2,2,10,49,1,73.2
1300,17.7,20.5,35,8,11,2,53,4,78.9
1301,10.7,18.6,67,7,5,3,29,17,70.2
1302,3.3,25.1,93,5,5,0,70,14,52.2
1303,9.1,27.9,97,6,1,11,11,19,86.5
1304,9.0,14.8,80,7,5,5,14,11,66.5
1305,12.8,13.9,56,3,10,1,46,6,55.9
1306,12.9,31.3,11,7,2,1,78,6,77.0
1307,6.1,24.0,95,3,2,11,17,5,68.4
1308,15.0,18.3,100,6,9,11,59,14,92.9
1309,9.2,14.0,76,4,3,12,7,20,64.7
1310,1.2,21.5,99,2,2,10,46,18,60.1
1311,8.5,29.7,89,2,6,3,27,13,67.6
1312,3.2,15.1,27,2,7,2,76,8,31.4
1313,11.7,22.8,96,8,4,9,54,12,93.2
1314,13.0,12.6,26,4,4,1,75,6,51.5
1315,11.8,24.9,6,3,4,1,71,10,59.3
1316,6.4,20.1,67,1,1,9,38,14,64.5
1317,4.6,28.8,9,3,5,6,79,5,60.9
1318,2.0,22.4,41,4,6,4,64,19,36.9
1319,6.4,20.1,73,8,9,5,8,11,57.1
1320,10.0,15.0,61,7,10,12,74,5,65.5
1321,1.7,13.9,28,4,6,6,23,15,33.0
1322,14.8,17.0,15,6,10,2,10,3,57.6
1323,7.4,23.0,6,4,8,8,12,17,51.9
1324,1.9,19.8,25,7,4,2,40,15,44.7
1325,5.5,21.0,5,2,8,9,59,14,41.1
1326,3.6,20.4,21,8,1,3,0,12,57.9
1327,5.2,24.5,40,3,3,9,79,11,62.9
1328,6.7,29.3,37,7,12,8,22,13,66.0
1329,4.8,20.7,71,7,3,10,78,13,65.0
1330,1.6,24.2,11,7,10,8,33,16,49.8
1331,15.4,10.3,51,7,5,10,29,14,77.4
1332,12.6,7.6,82,4,9,4,78,6,63.9
1333,10.9,13.4,6,7,5,9,44,2,60.9
1334,13.4,22.0,30,2,5,7,77,19,62.3
1335,11.3,12.3,8,4,11,1,71,6,39.7
1336,10.1,11.9,74,8,6,9,47,6,70.3
1337,4.3,22.9,52,6,3,10,28,12,62.7
1338,10.5,18.5,0,6,6,10,45,1,61.7
1339,9.2,18.0,57,7,5,11,64,4,71.0
1340,14.4,14.7,66,3,3,2,56,12,66.6
1341,14.8,22.8,25,4,12,2,43,10,61.5
1342,12.4,20.1,43,8,3,8,6,1,72.3
1343,9.0,18.6,22,5,4,11,32,15,61.3
1344,2.0,12.5,88,7,3,0,21,10,45.8
1345,16.2,11.1,88,7,5,10,21,1,87.1
1346,9.3,28.1,60,6,5,4,51,15,71.8
1347,17.4,14.9,70,7,4,4,8,9,69.8
1348,1.9,16.1,38,6,6,0,42,8,27.4
1349,1.5,14.9,88,8,11,2,3,20,43.9
1350,11.2,10.8,65,1,6,9,56,12,67.8
1351,0.9,11.4,60,6,1,6,30,2,45.3
1352,17.3,20.1,65,3,2,5,15,7,84.2
1353,0.7,6.4,14,1,6,6,52,17,18.6
1354,14.1,24.6,92,6,6,6,11,5,86.2
1355,13.7,9.6,83,2,4,8,54,7,67.7
1356,11.5,7.3,34,6,2,3,37,6,58.5
1357,10.9,5.6,46,5,2,5,2,3,55.4
1358,12.7,18.2,55,1,1,2,33,19,61.9
1359,16.0,31.1,22,6,6,9,61,16,94.8
1360,16.0,24.1,57,3,2,10,17,5,91.2
1361,8.1,21.7,86,7,2,9,45,3,76.3
1362,1.7,16.8,41,2,10,7,9,17,40.1
1363,13.8,22.8,40,5,8,12,60,1,77.3
1364,5.5,20.1,81,1,3,7,62,4,54.3
1365,9.0,19.7,1,3,11,7,60,7,52.6
1366,5.3,20.7,34,5,3,10,57,2,61.7
1367,3.2,28.8,91,2,7,2,4,13,54.3
1368,3.3,25.7,0,3,9,4,41,14,35.7
1369,12.2,28.7,93,7,12,1,33,17,77.5
1370,9.9,18.7,18,6,4,2,73,9,56.5
1371,4.0,25.8,48,1,8,5,13,14,46.2
1372,13.8,23.3,76,6,1,9,69,9,88.8
1373,14.8,11.1,20,4,3,12,35,8,71.2
1374,12.5,13.8,76,3,7,10,71,16,73.6
1375,10.5,23.9,72,6,3,12,35,16,83.8
1376,16.1,19.1,63,8,5,5,15,15,77.4
1377,5.6,24.8,71,6,2,8,31,12,68.6
1378,12.5,19.6,33,1,8,6,44,6,63.2
1379,11.0,18.6,88,6,5,3,54,12,67.7
1380,10.9,14.2,64,8,9,11,65,7,79.1
1381,6.6,7.1,65,8,2,10,14,4,57.5
1382,5.3,24.2,3,6,4,10,44,12,61.3
1383,1.6,15.5,79,4,4,1,0,16,48.7
1384,8.0,17.7,20,8,11,1,62,18,47.9
1385,13.3,14.7,48,7,1,0,15,11,65.8
1386,10.7,21.7,54,6,4,7,5,5,74.0
1387,17.2,16.6,23,4,10,10,48,17,66.7
1388,2.5,14.8,39,5,1,7,53,2,48.7
1389,9.2,15.0,35,8,2,8,43,13,62.3
1390,1.9,15.1,3,1,9,8,42,9,34.2
1391,16.8,18.2,1,5,4,11,25,10,72.2
1392,5.3,20.6,55,4,11,6,62,7,56.2
1393,6.5,5.0,83,5,4,8,34,12,51.7
1394,13.9,12.9,4,4,10,1,64,15,54.8
1395,15.8,16.7,69,3,1,2,23,2,77.0
1396,17.4,24.5,18,8,2,9,0,5,93.8
1397,8.3,22.8,50,4,8,9,24,19,65.8
1398,4.6,14.8,20,3,11,2,57,1,30.9
1399,16.8,12.5,60,2,8,4,30,5,70.4
1400,11.0,18.1,34,7,5,7,68,6,63.5
1401,16.3,12.7,27,6,3,12,0,13,86.0
1402,3.7,22.0,15,3,1,8,51,15,45.8
1403,15.0,28.3,52,1,1,2,34,17,77.1
1404,15.2,25.1,4,2,2,7,28,7,70.6
1405,17.6,24.0,72,1,2,2,30,13,76.5
1406,7.0,13.8,27,5,2,10,70,18,53.8
1407,7.6,6.4,32,8,11,7,10,5,43.4
1408,12.5,11.9,80,2,4,2,19,19,62.0
1409,5.6,21.2,24,2,6,5,1,19,53.3
1410,13.5,29.8,57,2,9,11,54,18,81.0
1411,17.1,25.3,99,7,12,9,60,20,93.1
1412,9.8,20.8,34,2,12,9,23,12,57.3
1413,10.7,13.9,96,6,3,4,12,3,50.6
1414,4.8,21.4,28,8,4,10,73,14,62.1
1415,4.3,14.4,17,3,3,8,13,9,47.6
1416,4.6,10.5,17,5,6,7,1,13,42.7
1417,5.8,13.8,96,3,6,7,23,12,61.3
1418,14.2,12.7,59,6,5,0,37,14,68.4
1419,14.1,28.1,12,7,5,1,66,12,76.9
1420,4.7,14.6,93,5,1,1,18,10,56.6
1421,7.4,24.8,60,8,11,0,35,1,59.8
1422,17.4,19.9,48,6,4,10,17,8,87.2
1423,7.5,18.9,56,8,10,4,18,1,60.6
1424,7.7,21.1,18,4,4,2,50,4,55.7
1425,15.4,20.8,77,5,2,10,78,14,85.5
1426,14.3,31.3,13,7,7,3,24,10,78.5
1427,8.4,12.7,27,3,8,2,56,6,43.8
1428,14.8,16.3,28,5,10,7,53,20,68.7
1429,6.5,21.1,73,7,12,10,33,16,63.5
1430,1.1,23.6,63,8,9,3,30,14,46.2
1431,5.5,11.5,57,6,3,2,11,17,48.1
1432,16.2,16.9,32,8,10,8,69,7,73.6
1433,2.1,26.7,5,5,3,6,31,5,42.9
1434,14.4,18.2,90,1,1,6,39,10,72.0
1435,9.1,17.6,1,1,1,12,68,3,58.2
1436,4.7,17.2,93,1,8,5,7,8,53.6
1437,5.9,14.8,42,7,9,3,7,14,45.6
1438,16.4,24.2,86,2,12,11,42,19,86.2
1439,14.9,12.4,69,7,8,6,75,4,73.1
1440,11.3,21.8,6,1,4,10,78,9,58.7
1441,14.0,21.0,93,7,10,11,51,2,83.7
1442,15.2,10.7,59,4,7,2,41,9,64.1
1443,7.2,21.7,31,6,1,11,8,7,75.6
1444,6.9,23.7,46,7,1,3,25,8,58.5
1445,4.4,29.5,73,5,9,6,16,18,62.2
1446,1.1,22.0,63,8,10,11,66,17,52.9
1447,10.2,18.8,86,1,1,0,1,2,64.9
1448,1.0,20.8,82,3,7,5,72,20,45.2
1449,11.8,11.5,75,3,1,6,4,9,56.6
1450,10.7,23.3,42,8,4,2,3,15,64.3
1451,15.6,23.5,10,6,4,2,78,1,73.6
1452,6.0,11.8,4,2,11,9,18,6,43.5
1453,14.4,7.6,19,6,5,12,22,20,56.9
1454,9.3,10.4,6,2,9,7,59,7,39.5
1455,4.0,16.5,52,2,5,0,53,2,35.4
1456,11.8,15.3,36,4,9,3,23,9,54.1
1457,10.8,26.0,11,7,1,1,56,12,73.1
1458,17.9,20.2,10,6,7,2,77,1,72.4
1459,13.9,16.0,15,5,6,7,8,17,64.2
1460,13.2,22.5,12,7,10,4,66,14,66.7
1461,6.4,19.2,43,6,5,1,21,5,55.6
1462,16.8,14.4,12,5,11,3,31,8,66.2
1463,1.1,13.1,57,4,3,9,37,12,48.7
1464,7.9,16.3,7,1,4,0,42,1,42.6
1465,16.2,26.4,60,4,3,10,47,20,87.0
1466,1.8,23.6,90,4,9,12,71,14,61.4
1467,9.1,30.5,91,3,5,7,73,9,81.3
1468,14.0,16.0,79,1,1,5,70,5,71.8
1469,1.3,21.5,76,7,2,2,14,4,51.2
1470,6.4,14.6,90,6,10,7,19,18,57.9
1471,12.1,14.8,95,1,5,0,29,10,54.9
1472,6.4,12.8,36,5,11,9,29,2,49.6
1473,13.3,9.8,38,4,1,3,48,13,60.3
1474,7.0,24.7,5,5,4,2,11,16,52.9
1475,12.5,16.8,68,7,10,4,35,11,69.4
1476,9.4,10.3,67,3,10,12,71,2,58.1
1477,2.6,9.9,55,5,12,7,9,8,35.2
1478,10.5,17.2,78,8,5,11,45,14,77.4
1479,9.8,18.9,93,8,9,4,16,5,73.4
1480,7.4,19.4,74,4,11,0,49,1,45.7
1481,15.5,11.2,12,4,2,9,22,10,70.3
1482,11.1,10.3,66,8,7,4,57,18,62.7
1483,12.5,7.3,52,5,11,3,30,15,58.2
1484,3.0,20.4,19,6,8,6,3,9,48.4
1485,7.3,17.4,62,1,9,2,32,6,41.3
1486,5.9,26.5,24,1,7,9,9,13,55.8
1487,13.4,15.9,19,6,2,4,63,4,73.6
1488,2.6,19.6,98,2,1,6,11,11,57.9
1489,6.1,14.7,31,2,2,2,13,9,45.1
1490,7.5,8.6,35,5,1,12,75,20,60.9
1491,7.8,24.4,66,1,2,6,32,2,59.2
1492,13.3,8.5,90,6,8,12,30,15,67.2
1493,4.7,22.5,43,4,3,7,62,2,57.6
1494,6.6,25.0,17,5,8,11,9,16,57.0
1495,2.5,11.7,9,4,8,9,80,12,38.1
1496,13.8,15.2,44,6,1,0,3,18,66.9
1497,5.0,17.1,17,5,8,1,31,6,41.1
1498,6.3,14.9,86,3,2,7,53,5,56.6
1499,5.9,22.7,77,1,6,10,57,2,63.1
1500,8.8,8.1,4,4,2,3,77,7,45.2
